rna_RD001	rna_RD002	rna_RD003	rna_RD004	rna_RD005	rna_RD006	rna_RD007	rna_RD008	rna_RD009	rna_RD010	rna_RD011	rna_RD012	rna_RD013	rna_RD014	rna_RD015	rna_RD016	rna_RD017	rna_RD018	rna_RD019	rna_RD020	rna_RD021
ENSMUSG00000024654.8	0	11.71	1.45	1.9	2.76	2.3	1.52	0.4	0.95	0	0	0	0	0	0	0	0	0.48	0	0	0
ENSMUSG00000024658.7	0.96	0	0	3.1	0	2.14	1.1	0.88	0	0	0	0	0	0	0	1.08	0	0	0	1.19	0
ENSMUSG00000024659.14	29.13	11.52	5.17	16.85	16.73	8.25	8.3	4.32	13.72	3.73	0	1.42	0	0	0.97	1.32	0	1.29	0	0	1.5
ENSMUSG00000024660.8	11.66	18.78	12.8	17.6	16.39	19.98	16.74	14.92	11.26	0	0	0	0	0	0	0	0	4.47	2.17	0.72	3.69
ENSMUSG00000024661.6	91.47	105.57	102.69	125.17	118.27	196.47	107.21	96.79	60.01	312.36	174.54	339.88	143.17	303.21	77.08	88.79	332.03	38.88	28.25	22.09	42.15
ENSMUSG00000024663.17	1.88	2.99	1.06	0	0	2.23	1.02	0.81	0	3.07	0	0	0	1.1	0	0	0	0	0	0	0
ENSMUSG00000024664.4	1.15	3.69	6.92	7.42	2.39	1.71	3.29	1.05	2.46	1.77	2.03	4.13	0.99	2.14	2.36	1.93	0	0.63	0	0	0.73
ENSMUSG00000024665.7	2.65	2.84	0	2.85	2.75	2.95	1.52	1.21	1.42	2.73	2.34	4.78	0	0	1.09	0	0	0	0	0	1.68
ENSMUSG00000024666.5	2.5	1.34	1.37	1.34	2.6	0	1.43	3.42	0	0	0	0	0	1.55	1.03	0	0	0	0	0	1.59
ENSMUSG00000024667.11	60.14	91.29	96.07	61.78	45.52	69.95	36.96	50.39	57.11	30.83	18.34	22.29	31.62	31.63	18.98	26.05	0	17.7	20.01	31.59	12.11
ENSMUSG00000024668.7	1.21	0.65	0.67	1.96	1.26	3.16	1.39	2.22	0.65	1.25	1.07	0	0.52	2.27	0	0	0	0	0	0	0
ENSMUSG00000024669.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024670.16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024672.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.08	0
ENSMUSG00000024673.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024675.19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.42	0
ENSMUSG00000024677.13	0	0	0	0	0	0.87	0	0	1.26	0	0	0	0	1.45	0	0	0	0	1.75	1.45	0
ENSMUSG00000024678.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024679.10	4.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024680.12	0	0.86	2.3	0.86	0.83	0.59	4.19	1.46	3.97	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024681.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024682.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024683.5	11.16	1.99	2.04	5.99	9.64	8.25	4.25	5.08	3.99	0	3.28	6.72	1.59	2.31	0	2.09	0	0	0	0	0
ENSMUSG00000024687.10	1.61	2.6	2.66	3.91	2.52	3.91	4.17	0.74	0	2.5	0.71	0.97	0.69	0	0.33	0.45	0	0.44	0	0	0
ENSMUSG00000024691.13	4.04	0	1.04	0.54	4.78	5.58	0.66	8.01	0	0	0.89	0	0.43	3.14	1.25	1.7	0	0	0	1.25	0
ENSMUSG00000024694.9	4.32	9.97	7.8	5.56	10.2	22.82	9.45	7.8	11.07	105.47	34.75	83.43	24.6	72.55	35.07	19.83	25.78	1.35	0	0	0
ENSMUSG00000024695.15	7.77	10.89	16.4	19.08	14.11	15.16	17.99	9.47	6.4	9.61	4.79	1.93	1.5	4.35	0	1.99	0	3.79	2.76	3.61	0.84
ENSMUSG00000024696.8	0	0	0	0	2.45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5
ENSMUSG00000024697.3	0	1.78	1.21	0.6	2.88	1.24	3.81	1.01	4.75	0	0	0	0.48	3.44	0.91	0	0	1.21	0	0	0
ENSMUSG00000024712.9	1.54	1.65	3.53	7.37	13.97	9.63	3.83	5.99	2.47	6.52	0	4.49	8.48	18.37	0.63	0	0	0.84	0	0.95	0
ENSMUSG00000024713.15	0.63	0.34	1.2	2.59	1.65	0.71	1.09	2.32	0	0	0.28	0.38	0.54	0	0.78	0	0	0	0	0	0
ENSMUSG00000024725.12	1.34	4.32	5.34	10.5	7.95	6.99	5.58	4.44	2.24	3.58	0.61	6.13	1.19	12.57	0.57	1.56	0	0	0	0.86	0
ENSMUSG00000024726.9	4.62	0.99	1.31	3.98	0.96	4.81	1.06	0	0	1.9	0.82	0	0	1.15	0	0	0	1.01	0	1.15	0
ENSMUSG00000024727.8	0	0	0.31	0.61	0	0	0	0	0	0.29	0.25	0	0	0	0	0	0	0.31	0	0	0
ENSMUSG00000024728.13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024729.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024730.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024731.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024732.7	2.91	6.9	4.27	3.14	8.05	6.04	2.42	2.2	3.12	1.94	0.55	0	0.43	0	0	0	0	0	0	0	1.02
ENSMUSG00000024734.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024735.13	14.31	8.57	7.23	13.71	22.7	23.34	12.15	20.2	4.37	6.34	9	3.86	0	4.67	0	0	0	3.58	0	0	0
ENSMUSG00000024736.14	3.82	7.38	4.19	6.59	5.16	4.74	5.06	3.73	3.07	3.94	3.37	4.58	3.28	3.56	1.97	9.61	20.93	37.07	30.75	27.83	31.42
ENSMUSG00000024737.2	480.89	371.67	395.23	471.44	434.34	385.09	467.03	425.56	462.92	56.22	40.13	49.96	40.01	64.51	43.98	50.8	74.71	247.75	203.64	203.91	243.85
ENSMUSG00000024738.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024740.9	14.27	11.98	6.37	15.39	15.79	19.94	13.32	12.64	4.31	3.68	3.15	2.14	1.15	2.78	0.74	2	0	0	0.55	0.55	0.56
ENSMUSG00000024742.15	3.22	2.88	1.97	2.89	1.91	3.42	4.22	3.27	5.92	0.95	0.81	0	0.7	0	0	0	0	0	0	0	3.5
ENSMUSG00000024743.15	0.28	0	3.65	1.62	5.69	0.21	0	2.25	0	0	0.24	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024747.3	0.94	0	0	0	0	3.48	0	0	0	0.96	0.83	0	0.8	0	0	0	0	0	0	0	0
ENSMUSG00000024749.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024750.10	6.14	5.91	2.2	5.75	7.67	5.39	10.38	9.63	2.48	0	1.11	1.75	0.57	1.56	1.03	0.75	0	0	0	0	0
ENSMUSG00000024754.12	1.11	0.89	0.61	2.95	1.73	1.63	0.64	0.76	0.89	0.29	0.25	0	0	0	0	0	0	0	0.34	0	0
ENSMUSG00000024757.7	1.94	3.12	3.19	3.14	4.04	5.77	2.23	3.54	1.04	9	1.71	9.33	1.67	10.87	4.8	5.44	0	0	0	0	0
ENSMUSG00000024758.14	7.98	5.02	7.02	13.75	15.92	10.68	11.27	8.45	2.14	4	2.35	8.31	7.91	5.74	5.86	2.23	0	0	0	0	0
ENSMUSG00000024759.13	1.72	1.21	1.24	0.31	2.95	2.75	1.32	2.1	0.61	0.87	0.75	0.34	0.49	1.05	0.7	0.32	0	0	0	0.36	0
ENSMUSG00000024761.2	0	0	0	5.52	0	0	0	0	0	0	9.12	0	0	0	12.71	0	0	0	0	0	0
ENSMUSG00000024764.9	0.57	2.46	1.88	0.62	2.38	4.69	2.63	5.75	1.84	0.59	0	1.37	0.49	0	0	0	0	0.63	0	0.71	0
ENSMUSG00000024766.14	2.88	0	0	18.01	0.71	21.44	12.71	1.89	8.37	25.64	0	6.57	0	53.47	0	4.33	0	6.92	14.73	15.52	0
ENSMUSG00000024767.11	16.87	4.93	1.26	14.9	12.98	21.64	26.61	14.26	24.37	5.16	3.34	0	0.99	20.52	3.1	0	0	0	0	0	0
ENSMUSG00000024768.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024769.7	10.96	0.66	1.01	0	0.64	7.95	1.05	0	0.66	0.63	0.27	0	0.79	0.38	0.5	0	0	1	0	0	0.39
ENSMUSG00000024770.14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024771.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024772.9	9.59	9.32	3.14	15.54	18.67	10.48	3.24	5.16	13.85	5.94	0.49	7.16	7.08	6.84	7.86	0.62	0	0.61	0	3.53	0
ENSMUSG00000024773.14	0	1.2	2.77	0	3.38	1.22	1.39	0.3	0	0	0.51	0.39	0	0	0.27	0	7.17	0	0	0	0
ENSMUSG00000024774.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024776.17	1.19	2.05	2.1	0	1	0	0	1.75	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024777.9	2.76	0	0.76	2.23	2.16	2.57	1.59	0.63	1.48	5.96	0.61	0	4.12	0	0	13.4	0	0	0	0	0
ENSMUSG00000024778.12	0	0	0	1.45	0	0	3.09	5.34	0	1.39	1.19	1.62	0	3.35	0	0	0	0	0	0	0
ENSMUSG00000024780.7	26.96	21.05	26.44	17.83	19.12	20.98	13.53	23.27	14.6	47	38.64	41.31	40.58	39.95	30.34	29.95	35.86	30.1	41.13	22.96	14.74
ENSMUSG00000024781.15	0.64	2.05	0	0	4.63	1.89	2.19	1.74	0	1.31	3.37	3.81	1.64	3.95	1.05	2.14	0	0.7	0	0	0
ENSMUSG00000024782.7	138.13	140.38	360.6	188.38	275.68	334.67	154.8	237.18	254.03	219.97	149.39	289.64	255.69	194.19	98.61	133.1	226.49	122.9	159.22	127.18	158.85
ENSMUSG00000024784.13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024785.6	0	0	3.57	3.51	6.78	4.03	3.74	0	0	2.24	0	2.61	1.86	1.35	0.89	0	0	0	0	0	0
ENSMUSG00000024786.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024787.13	0	3.37	6.9	1.3	1.26	1.99	12.74	0	0	1.25	0	1.45	0	8.26	1	0	0	0	0	0	0
ENSMUSG00000024789.12	1.49	2.36	0.8	2.41	2.33	2.47	2.57	3.35	1.6	1.15	1.29	1.34	0	0	0	0.83	0	0	0	0	0
ENSMUSG00000024790.7	2.94	0	0	0	0	5.46	5.06	2.68	0	1.51	1.3	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024791.10	2.27	1.03	0	1.03	0	6.4	2.6	1.75	2.06	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024792.8	1.95	0	0	6.27	2.97	4.74	10.86	0	0	0	2.5	0	1.66	0	4.68	0	0	0	4.81	0	0
ENSMUSG00000024793.14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024795.11	1.27	1.37	2.8	3.21	6.48	2.91	3.22	5.91	0.91	0.44	0	0	0.29	0	0	0	0	0	0	0	0
ENSMUSG00000024797.13	9.15	7.91	0	12.14	31.24	26.82	0	10.84	16.13	15.24	6.61	0	0	0	18.41	8.67	0	0	0	9.42	0
ENSMUSG00000024798.15	0	0	0	0	0	0	1.12	0	0	0	0	0	0	0	0	1.39	0	0	0	0	1.24
ENSMUSG00000024799.15	0	1.43	4.39	4.72	8.56	2.22	1.6	2.43	1.5	1.37	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024800.7	0	0	0	3.86	3.73	1.33	0	3.27	3.86	1.85	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024803.8	0	0	0	0	0	0	0	0	0	1.15	0	0	0	1.38	0	1.25	0	0	1.38	1.38	1.41
ENSMUSG00000024805.16	0	0.51	0.31	4.37	0	0.63	7.53	0	0	0	14.36	0	0	0	0	0	0	0.52	0	0	0
ENSMUSG00000024806.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024807.17	15.52	7.54	4.04	14.54	18.33	22.07	3.78	5.3	14.15	13.65	9.05	25.43	9.23	26.11	15.57	32.62	0	8.63	16.42	0.69	3.2
ENSMUSG00000024810.16	3	7.14	0.82	0.81	7.03	7.4	4.31	6.17	3.47	0	0	0	0	0.93	0.62	0	0	0	0	0	0
ENSMUSG00000024811.11	6.34	32.26	29.95	5.28	13.94	29.26	19.32	18.4	2.24	11.11	9.2	5.35	3.31	0	3.14	4.38	0	0.31	0	0.35	0
ENSMUSG00000024812.9	4.42	4.32	2.65	4.34	3.77	3	2.31	3.31	0.86	0.41	0	0.96	0.35	1	0	0	0	0.44	1	0.5	0
ENSMUSG00000024815.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024816.12	2.05	2.92	2.7	2.21	4.27	3.67	1.89	3	3.96	16.5	7.98	12.29	11.99	15.31	4.73	9.64	0	2.69	3.7	2.04	3.88
ENSMUSG00000024817.13	13.64	3.73	4.71	2.99	7.15	6.18	2.43	6.62	2.93	0.54	2.01	0	4.44	0.66	0	0	0	0	0	0	0
ENSMUSG00000024818.14	2.97	5.98	1.09	4.27	4.27	5.78	2.27	0.9	0	5.03	0	0.92	0	1.23	0	1.11	0	0	0	0	0
ENSMUSG00000024824.6	492.01	436.3	462.88	470.71	495.88	445.86	474.28	466.2	636.82	388.83	186.35	363.49	166.48	356.73	210.32	294.92	393.7	492.76	426.61	411.16	429.81
ENSMUSG00000024826.14	3.75	8.01	13.65	9.63	16.17	5.07	3.56	7.56	12.62	2.84	0	0	1.36	2.33	0	0	0	9.4	0	0	0
ENSMUSG00000024827.9	0.99	1.07	0	0	1.03	1.11	0.57	0	0	10.74	4.38	2.97	10.23	1.85	2.86	1.67	0	0	0	0	0
ENSMUSG00000024829.12	12.86	6.15	9.16	12.96	20.87	13.99	18.39	10.97	4.35	7.15	4.92	0	1.57	0	0	4.59	0	0	0	0	0
ENSMUSG00000024830.16	0	28.03	3.78	5.86	1.49	17.99	2.08	19.64	0	7.09	0	0	2.96	4.31	0	0	0	0	0	0	0
ENSMUSG00000024831.13	2.24	1.14	2.31	0	0	1.05	0	1.28	0	0.55	0	0	0	0.66	0	0	0	0.77	0.87	0	0
ENSMUSG00000024833.14	0	0.86	1.73	0.85	4.15	3.52	0.92	0	0.86	0	0	0	0	0.99	0	0	0	0.87	0	0	0
ENSMUSG00000024835.14	21.06	28.68	15.07	20.97	16.19	26.43	13.3	8.4	8.68	9.8	2.9	13.09	0	11.35	0	7.05	0	12.91	4.08	13.92	0
ENSMUSG00000024837.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024841.7	3.86	7.46	5.09	5.83	4.82	2.87	7.09	6.35	0.83	0.8	1.36	2.78	0.66	1.92	0	0	0	1.69	4.79	2.88	1.96
ENSMUSG00000024842.7	1.41	3.01	0	0	0	0	0	0	0	0	0	1.69	0	1.75	1.16	0	0	1.54	0	1.75	0
ENSMUSG00000024843.15	10.83	6.27	5.44	1.61	2.21	4.3	10.35	5.35	0.89	2.57	0.35	4.1	0	5.78	1.36	0	0	3.31	0	3.98	0
ENSMUSG00000024844.14	28.12	16.6	20.45	16.7	32.26	29.81	28.44	14.14	10.06	0	5.5	0	2.66	0	2.56	0	0	0	0	3.88	0
ENSMUSG00000024845.17	1.36	11.16	2.74	31.62	2.6	7.55	23.66	0	0	1.4	0	26.68	0	0	0	0	0	0	0	0	0
ENSMUSG00000024846.5	0	0	0	0	0	0	0	0.43	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024847.14	19.43	10.05	11.05	29.13	8.66	7.24	7.41	1.48	7.33	3.34	1.43	27.98	0	8.83	2.41	7.3	0	0	0	12.06	8.96
ENSMUSG00000024851.13	4.08	8.7	8.92	6.96	5.01	8.63	2.33	3.58	8.75	14.65	7.18	21.48	10.54	17.76	6.7	2.3	0	23.95	20.18	19.09	12.99
ENSMUSG00000024853.9	24.96	26.18	22.94	25.66	37.46	38.47	22.66	21.21	16.82	7.78	2.56	5.57	4.49	2.89	3.83	1.3	0	3.18	3.6	4.32	1.47
ENSMUSG00000024854.3	2.39	5.1	0	7.68	2.47	0	2.73	2.17	0	0	2.11	0	2.04	0	0	2.69	0	0	0	0	3.05
ENSMUSG00000024855.9	1.28	1.37	0.94	2.76	1.33	2.54	1.96	3.9	1.83	0	0	0.51	0.37	0	0	0	0	0	0	0.53	0
ENSMUSG00000024856.10	1.93	6.17	2.13	6.66	4	0	2.99	0	0	0	2.31	2.34	2.24	3.27	0	4	171.6	0	0	0	2.45
ENSMUSG00000024857.16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024858.13	5.95	23.22	2.66	28.35	1.52	5.59	8.82	21.55	8.09	0.61	0.52	0.71	2.03	4.93	3.7	0.66	0	1.64	3.4	3.47	0
ENSMUSG00000024862.16	3.15	3.18	1.95	3.72	11.92	4.37	11.05	3.25	3.66	7.29	6.17	1.42	1.02	7.9	2.44	0	0	0	3.69	0.74	0
ENSMUSG00000024863.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024866.9	0	5.69	1.46	1.43	2.76	2.96	4.56	2.42	0	20.5	5.86	15.96	12.53	18.18	5.46	1.49	0	0	0	0	0
ENSMUSG00000024867.14	0	0	0	0	0	0.55	6.88	0	0	1.74	1.49	0	1.45	0	0	6.77	0	0	0	0	0
ENSMUSG00000024868.8	0.79	1.69	2.59	1.7	4.09	0.59	0.9	2.87	0	0	0	0	0	0	0	0.88	0	0	0	0	0
ENSMUSG00000024869.10	0	0	0	0	0	0	0	0	0	0	0.42	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024870.5	9.59	2.28	10.52	11.47	14.4	12.67	6.11	8.75	3.43	4.39	0	3.84	0.91	7.96	0	3.59	0	0	0	1.32	0
ENSMUSG00000024871.10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024873.6	8.3	3.55	3.64	1.78	3.45	8.61	3.8	6.05	1.78	5.12	7.32	7.99	4.27	2.07	2.73	16.8	0	10.9	2.05	2.06	0
ENSMUSG00000024875.4	1.34	1.44	2.94	2.88	0	3.98	4.61	1.22	1.44	4.14	0	0	1.15	1.67	0	0	0	0	0	0	0
ENSMUSG00000024878.8	0	2.15	1.1	0	2.08	2.97	1.15	0.91	0	0	0	2.4	0	1.24	0.82	0	0	0	1.24	0	0
ENSMUSG00000024883.7	0	0.48	0	0.48	0	0.61	0	0.81	0	0	0	0.53	0	0	0	0	0	0	0	1.65	0.56
ENSMUSG00000024885.8	1.04	0	2.28	0	0	0.77	0	0	1.12	0	0.92	1.25	1.79	0	0.86	0	0	0	1.29	0	0
ENSMUSG00000024887.9	1.18	0	0.43	0	0	0.59	0.45	0.36	0	0.41	0	0.94	1.69	0.49	0.65	0.88	0	0	0	0	0.5
ENSMUSG00000024889.4	5.82	27.8	24.64	30.33	10.55	31.75	6.32	19.13	10.71	21.76	24.19	5.89	27.94	9.75	9.11	35.41	0	3.22	7.27	1.79	3.75
ENSMUSG00000024891.5	0	0	0.85	0.83	0	0.57	0.89	0	0	0	0	0	0	0	0.64	0	0	0	0	0	0
ENSMUSG00000024892.16	3.68	1.48	3.43	4.82	4.61	5.99	2.57	2.1	0.49	11.35	4.88	11.1	1.19	2.78	1.13	2.57	0	0	0	0	0
ENSMUSG00000024896.8	6.53	3.11	3.98	8.6	6.04	7.02	1.66	3.31	1.56	4.48	3.84	3.48	2.49	6.32	1.79	6.5	0	1.59	0.9	0.9	0
ENSMUSG00000024897.8	0.55	0.59	0	1.19	0.86	0.82	0.32	0.5	0.59	0	0	0	0	0	0	0	0	0.3	0	0	0
ENSMUSG00000024899.6	3.08	1.1	2.82	2.76	1.6	1.91	0.59	0.94	1.1	8.99	3.17	4.3	3.09	3.19	2.54	4.02	0	0	0.64	0	0
ENSMUSG00000024900.4	8.18	5.09	4.25	6.96	6.72	6.42	4.94	5.11	0.92	4.44	4.94	1.55	2.96	4.28	2.13	1.93	0	1.88	0	0	0.55
ENSMUSG00000024901.14	7.54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.69	9.81	0	0
ENSMUSG00000024902.4	1.31	2.81	2.16	2.12	5.45	2.44	1.5	2.39	2.81	2.7	1.16	1.57	0	0	0	0	0	0	0.81	0	0
ENSMUSG00000024903.10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024905.15	0	2.07	0	0	1	0	0	0	0	0	0	1.16	0	0	0.95	0.96	0	1.05	0	0	0
ENSMUSG00000024906.9	6.6	14.77	11.32	7.14	16.85	21.92	8.56	9.09	1	0	4.94	1.12	1.69	1.16	2.5	2.15	0	0	1.16	1.22	13.69
ENSMUSG00000024907.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024908.15	6.47	24.92	12	12.59	23.29	14.06	7.75	16.97	10.08	5.32	4.81	0.48	5.31	3.69	5.62	0	0	0	2.56	0	0
ENSMUSG00000024909.14	0	11.72	19.29	23.24	13.07	11.99	27.39	21.23	4.2	1.5	5.22	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024910.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024911.6	5.12	22.6	4.42	5.96	4.92	3.85	19.58	6.94	4.05	4.17	2.58	0	3.01	0	0	0	0	0	0	0	0
ENSMUSG00000024912.5	39.25	25.97	45.56	16.15	38.38	34.28	29.11	28.42	53.28	15.44	7.13	11.09	7.92	11.49	11.4	15.54	0	6.31	7.15	4.3	4.4
ENSMUSG00000024913.16	3.92	2.19	4.35	1.44	4.45	2.92	3.77	0.63	2.19	0	0.59	0	0	0.83	0	0	0	0	0	0	0
ENSMUSG00000024914.16	93.23	51.72	32.29	54.6	80.34	75.59	81.24	42.93	68.73	38.78	32.72	54.85	25.73	30.75	16.42	36.23	0	49.84	49.45	23.35	33.61
ENSMUSG00000024921.17	49.76	42.03	35.16	49.98	56.57	55.32	40.9	35.89	51.36	22.13	23.02	40.46	31.8	23.44	21.99	17.42	0	10.15	12.27	6.99	3.99
ENSMUSG00000024922.1	7.81	9.78	5.71	4.21	10.84	10.17	4.48	8.32	10.48	7.38	4.6	1.56	1.68	5.67	5.36	11.66	14.26	1.42	5.64	9.69	10.72
ENSMUSG00000024924.14	3.44	2.52	15.62	4.92	6.04	4	4.67	5.62	0.62	0.24	2.57	2.76	2.49	0.72	0.77	0.25	0	0	0	0	0
ENSMUSG00000024925.10	314.99	397.07	347.45	402.88	346.91	310.63	544.41	327.87	407.24	214.99	138.87	247.45	155.38	211.99	136	202.13	323.59	174.98	231.46	174.86	212.28
ENSMUSG00000024926.9	5.79	7.25	8.47	9.36	12.05	10.05	3.32	8.81	5.18	7.96	1.71	3.48	3.32	3.6	0	1.08	0	2.11	0	0	2.45
ENSMUSG00000024927.7	3.49	0.75	0.77	0	1.45	2.6	1.6	2.55	2.25	0	1.23	0.84	1.2	2.6	0	0.78	0	0.76	0	0	0
ENSMUSG00000024935.10	2.09	0	4.15	1.9	0	3.31	3	2.68	0.76	12.94	9.9	7.49	8.44	12.84	7.11	5.5	0	0	0	0	0
ENSMUSG00000024936.7	0	0	0	0	3.48	1.24	0	1.53	1.8	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024937.14	1.57	1.61	0.63	1.23	2.72	1.85	0.33	1.43	0	0	0	0	0.45	0	0	0	0	0	0	0	0
ENSMUSG00000024939.6	0	0	1.96	0	1.86	5.11	5.92	0	1.92	0	0	2.15	0	0	1.47	0	0	0	0	0	0
ENSMUSG00000024940.10	6.37	3.43	2.33	4.58	2.95	3.96	7.33	3.89	0.76	1.1	1.25	0.42	0.3	2.2	0.29	0	0	0.39	3.51	2.64	3.59
ENSMUSG00000024941.8	6.48	6.95	9.48	11.64	10.49	11.25	4.13	13.81	3.09	7.42	2.54	0.86	3.71	2.69	2.37	6.45	0	4.73	6.24	3.57	7.3
ENSMUSG00000024942.16	1.23	1.33	2.03	2	0.64	2.26	1.42	1.69	0	1.25	0	0	0	0	0.51	0.69	0	0.68	0	0	0.78
ENSMUSG00000024943.9	2.87	19.29	1.77	0.7	2.36	1.95	2.22	1.57	4.49	0.59	0	0	0	4.52	0	0	0	0	0	0	4.66
ENSMUSG00000024944.5	14.55	10.14	9.95	9.76	13.62	12.11	14.56	18.2	7.81	5.6	1.6	2.19	1.56	2.26	4.48	6.14	0	1.99	2.25	0	6.94
ENSMUSG00000024947.16	5.43	1.63	7.14	2.03	6.82	6.03	10.57	3.22	1.13	1.94	2.8	7.51	24.1	0	1.03	2.22	0	0	4.39	4.43	0
ENSMUSG00000024948.14	13.05	4.26	6.5	22.78	3.98	4.17	4.09	7.15	8.69	9.52	2.97	11.81	2.73	9.41	6.77	1.9	0	0	1.7	0.99	0
ENSMUSG00000024949.17	32.37	32.84	52.36	22.19	37.79	40.08	25.12	22.02	20.8	2.27	2.06	0	7.62	5.3	1.64	5.81	0	0	10.26	0.72	6.58
ENSMUSG00000024952.12	0.61	0.65	0.66	0.65	0.63	0.9	0.7	0	0.65	1.87	0	0	0.52	0	0	0	0	0.66	0	0	0
ENSMUSG00000024953.16	170.41	140.58	159.11	120.31	136.4	148.99	129.99	178.73	181.2	296.01	171.8	284.93	151.49	299.84	192.07	231.63	283.67	193.46	144.58	193.46	270.42
ENSMUSG00000024955.13	3.8	3.6	0	4.45	3.49	5.54	0	3.29	9.82	17.89	4.58	11.16	0	10.99	2.89	4.34	0	0	1.06	0	0
ENSMUSG00000024957.8	0	0	0	0	0	0.85	0	1.05	0	1.18	3.04	1.38	2.95	4.29	0.94	0	0	0	1.42	0	0
ENSMUSG00000024958.12	41.18	34.16	47.02	36.59	57.51	60.74	15.68	60.97	69.08	68.57	52.57	77.77	50.28	95.14	57.89	45.28	0	67.91	57.64	63.06	41.56
ENSMUSG00000024959.13	124.09	90.21	104.45	59.71	145.89	110.6	73.1	92.67	124.44	164	94.76	179.7	72.82	150.85	103.85	146.01	77.62	93.51	122.33	93.89	51.32
ENSMUSG00000024960.8	5.73	1.42	1.94	2.85	4.13	3.94	4.05	3.22	2.84	1.82	0.78	1.06	0	1.65	0.73	0.49	0	0	0.55	0.55	0
